Date,Product Name,Category,Quantity Sold,Inventory,Surplus
2024-07-12,Rice,Frozen,60,72,12
2024-07-13,Rice,Frozen,26,35,13
2024-07-14,Rice,Frozen,50,61,10
2024-07-15,Rice,Frozen,34,44,15
2024-07-16,Rice,Frozen,21,38,12
2024-07-17,Rice,Frozen,42,55,6
2024-07-18,Rice,Frozen,41,58,8
2024-07-19,Rice,Frozen,3,16,8
2024-07-20,Rice,Frozen,41,56,7
2024-07-21,Rice,Frozen,36,50,18
2024-07-22,Rice,Frozen,29,46,5
2024-07-23,Rice,Frozen,45,68,12
2024-07-24,Rice,Frozen,60,81,2
2024-07-25,Rice,Frozen,19,32,16
2024-07-26,Rice,Frozen,21,45,20
2024-07-27,Rice,Frozen,12,30,11
2024-07-28,Rice,Frozen,44,64,1
2024-07-29,Rice,Frozen,23,30,20
2024-07-30,Rice,Frozen,47,52,10
2024-07-31,Rice,Frozen,28,52,10
2024-08-01,Rice,Frozen,63,76,9
2024-08-02,Rice,Frozen,64,84,4
2024-08-03,Rice,Frozen,55,63,13
2024-08-04,Rice,Frozen,12,29,1
2024-08-05,Rice,Frozen,2,16,11
2024-08-06,Rice,Frozen,59,65,6
2024-08-07,Rice,Frozen,30,47,18
2024-08-08,Rice,Frozen,12,20,5
2024-08-09,Rice,Frozen,39,44,10
2024-08-10,Rice,Frozen,39,59,18
2024-08-11,Rice,Frozen,18,31,4
2024-08-12,Rice,Frozen,58,80,12
2024-08-13,Rice,Frozen,57,74,1
2024-08-14,Rice,Frozen,62,84,20
2024-08-15,Rice,Frozen,24,41,11
2024-08-16,Rice,Frozen,12,36,8
2024-08-17,Rice,Frozen,18,28,16
2024-08-18,Rice,Frozen,6,16,13
2024-08-19,Rice,Frozen,8,31,19
2024-08-20,Rice,Frozen,57,77,14
2024-08-21,Rice,Frozen,49,73,12
2024-08-22,Rice,Frozen,15,38,11
2024-08-23,Rice,Frozen,44,55,11
2024-08-24,Rice,Frozen,7,22,1
2024-08-25,Rice,Frozen,29,40,5
2024-08-26,Rice,Frozen,58,73,16
2024-08-27,Rice,Frozen,53,71,9
2024-08-28,Rice,Frozen,25,31,4
2024-08-29,Rice,Frozen,13,34,9
2024-08-30,Rice,Frozen,61,82,11
2024-08-31,Rice,Frozen,32,56,10
2024-09-01,Rice,Frozen,12,34,12
2024-09-02,Rice,Frozen,48,62,2
2024-09-03,Rice,Frozen,25,31,3
2024-09-04,Rice,Frozen,19,31,15
2024-09-05,Rice,Frozen,42,50,18
2024-09-06,Rice,Frozen,55,67,16
2024-09-07,Rice,Frozen,16,23,17
2024-09-08,Rice,Frozen,12,24,13
2024-09-09,Rice,Frozen,60,74,20
2024-09-10,Rice,Frozen,35,44,1
2024-09-11,Rice,Frozen,36,47,15
2024-09-12,Rice,Frozen,24,32,17
2024-09-13,Rice,Frozen,33,41,17
2024-09-14,Rice,Frozen,36,51,3
2024-09-15,Rice,Frozen,4,26,4
2024-09-16,Rice,Frozen,35,41,8
2024-09-17,Rice,Frozen,50,60,20
2024-09-18,Rice,Frozen,56,79,20
2024-09-19,Rice,Frozen,54,69,1
2024-09-20,Rice,Frozen,50,71,16
2024-09-21,Rice,Frozen,8,26,20
2024-09-22,Rice,Frozen,61,68,7
2024-09-23,Rice,Frozen,8,25,12
2024-09-24,Rice,Frozen,7,13,13
2024-09-25,Rice,Frozen,40,48,15
2024-09-26,Rice,Frozen,25,49,1
2024-09-27,Rice,Frozen,48,59,15
2024-09-28,Rice,Frozen,35,56,14
2024-09-29,Rice,Frozen,15,33,11
2024-09-30,Rice,Frozen,18,38,15
2024-10-01,Rice,Frozen,11,22,12
2024-10-02,Rice,Frozen,30,45,3
2024-10-03,Rice,Frozen,29,52,9
2024-10-04,Rice,Frozen,23,35,16
2024-10-05,Rice,Frozen,63,87,10
2024-10-06,Rice,Frozen,34,56,10
2024-10-07,Rice,Frozen,19,25,6
2024-10-08,Rice,Frozen,16,32,10
2024-10-09,Rice,Frozen,6,21,17
2024-10-10,Rice,Frozen,41,49,9
2024-10-11,Rice,Frozen,15,24,4
2023-10-13,Eggs,Frozen,9,33,17
2023-10-14,Eggs,Frozen,29,52,7
2023-10-15,Eggs,Frozen,32,40,1
2023-10-16,Eggs,Frozen,10,30,4
2023-10-17,Eggs,Frozen,2,19,15
2023-10-18,Eggs,Frozen,15,28,9
2023-10-19,Eggs,Frozen,1,8,17
2023-10-20,Eggs,Frozen,6,12,2
2023-10-21,Eggs,Frozen,23,39,18
2023-10-22,Eggs,Frozen,24,46,18
2023-10-23,Eggs,Frozen,13,33,12
2023-10-24,Eggs,Frozen,20,30,13
2023-10-25,Eggs,Frozen,7,22,15
2023-10-26,Eggs,Frozen,25,39,7
2023-10-27,Eggs,Frozen,32,39,7
2023-10-28,Eggs,Frozen,17,24,11
2023-10-29,Eggs,Frozen,19,32,3
2023-10-30,Eggs,Frozen,21,37,7
2023-10-31,Eggs,Frozen,28,52,8
2023-11-01,Eggs,Frozen,30,36,6
2023-11-02,Eggs,Frozen,23,33,8
2023-11-03,Eggs,Frozen,29,38,8
2023-11-04,Eggs,Frozen,21,34,8
2023-11-05,Eggs,Frozen,17,27,12
2023-11-06,Eggs,Frozen,1,24,3
2023-11-07,Eggs,Frozen,17,40,2
2023-11-08,Eggs,Frozen,32,48,20
2023-11-09,Eggs,Frozen,24,45,8
2023-11-10,Eggs,Frozen,7,21,2
2023-11-11,Eggs,Frozen,3,20,10
2023-11-12,Eggs,Frozen,4,24,5
2023-11-13,Eggs,Frozen,14,26,9
2023-11-14,Eggs,Frozen,24,34,3
2023-11-15,Eggs,Frozen,30,35,6
2023-11-16,Eggs,Frozen,12,25,3
2023-11-17,Eggs,Frozen,7,23,10
2023-11-18,Eggs,Frozen,23,43,16
2023-11-19,Eggs,Frozen,29,43,13
2023-11-20,Eggs,Frozen,14,27,2
2023-11-21,Eggs,Frozen,30,39,19
2023-11-22,Eggs,Frozen,22,42,15
2023-11-23,Eggs,Frozen,25,31,7
2023-11-24,Eggs,Frozen,22,46,4
2023-11-25,Eggs,Frozen,13,37,14
2023-11-26,Eggs,Frozen,17,41,8
2023-11-27,Eggs,Frozen,5,11,13
2023-11-28,Eggs,Frozen,29,38,3
2023-11-29,Eggs,Frozen,8,18,20
2023-11-30,Eggs,Frozen,11,22,18
2023-12-01,Eggs,Frozen,30,52,18
2023-12-02,Eggs,Frozen,27,39,10
2023-12-03,Eggs,Frozen,22,42,17
2023-12-04,Eggs,Frozen,15,26,3
2023-12-05,Eggs,Frozen,21,38,14
2023-12-06,Eggs,Frozen,15,26,3
2023-12-07,Eggs,Frozen,25,31,17
2023-12-08,Eggs,Frozen,23,36,13
2023-12-09,Eggs,Frozen,13,30,19
2023-12-10,Eggs,Frozen,7,16,18
2023-12-11,Eggs,Frozen,17,38,1
2023-12-12,Eggs,Frozen,18,41,17
2023-12-13,Eggs,Frozen,12,28,8
2023-12-14,Eggs,Frozen,29,35,20
2023-12-15,Eggs,Frozen,15,38,5
2023-12-16,Eggs,Frozen,26,34,16
2023-12-17,Eggs,Frozen,5,25,14
2023-12-18,Eggs,Frozen,19,26,15
2023-12-19,Eggs,Frozen,8,19,20
2023-12-20,Eggs,Frozen,4,26,19
2023-12-21,Eggs,Frozen,23,35,18
2023-12-22,Eggs,Frozen,5,19,4
2023-12-23,Eggs,Frozen,22,38,3
2023-12-24,Eggs,Frozen,23,44,8
2023-12-25,Eggs,Frozen,8,22,4
2023-12-26,Eggs,Frozen,19,24,4
2023-12-27,Eggs,Frozen,19,38,19
2023-12-28,Eggs,Frozen,2,15,14
2023-12-29,Eggs,Frozen,6,27,15
2023-12-30,Eggs,Frozen,27,44,4
2023-12-31,Eggs,Frozen,31,53,16
2024-01-01,Eggs,Frozen,30,42,16
2024-01-02,Eggs,Frozen,18,34,10
2024-01-03,Eggs,Frozen,17,22,14
2024-01-04,Eggs,Frozen,17,41,6
2024-01-05,Eggs,Frozen,25,49,16
2024-01-06,Eggs,Frozen,17,23,4
2024-01-07,Eggs,Frozen,15,29,11
2024-01-08,Eggs,Frozen,7,30,8
2024-01-09,Eggs,Frozen,5,26,4
2024-01-10,Eggs,Frozen,31,44,10
2024-01-11,Eggs,Frozen,22,38,14
2024-01-12,Eggs,Frozen,26,38,14
2024-01-13,Eggs,Frozen,25,42,3
2024-01-14,Eggs,Frozen,19,40,14
2024-01-15,Eggs,Frozen,22,30,11
2024-01-16,Eggs,Frozen,7,13,10
2024-01-17,Eggs,Frozen,2,8,7
2024-01-18,Eggs,Frozen,15,36,10
2024-01-19,Eggs,Frozen,22,37,13
2024-01-20,Eggs,Frozen,14,31,19
2024-01-21,Eggs,Frozen,6,28,10
2024-01-22,Eggs,Frozen,21,37,18
2024-01-23,Eggs,Frozen,7,20,3
2024-01-24,Eggs,Frozen,9,24,7
2024-01-25,Eggs,Frozen,23,37,15
2024-01-26,Eggs,Frozen,2,11,13
2024-01-27,Eggs,Frozen,20,44,3
2024-01-28,Eggs,Frozen,1,21,20
2024-01-29,Eggs,Frozen,18,27,2
2024-01-30,Eggs,Frozen,25,47,2
2024-01-31,Eggs,Frozen,12,27,3
2024-02-01,Eggs,Frozen,7,15,9
2024-02-02,Eggs,Frozen,27,47,16
2024-02-03,Eggs,Frozen,24,46,4
2024-02-04,Eggs,Frozen,24,34,14
2024-02-05,Eggs,Frozen,11,30,18
2024-02-06,Eggs,Frozen,12,18,10
2024-02-07,Eggs,Frozen,18,29,9
2024-02-08,Eggs,Frozen,5,27,7
2024-02-09,Eggs,Frozen,1,14,6
2024-02-10,Eggs,Frozen,29,36,9
2024-02-11,Eggs,Frozen,25,38,14
2024-02-12,Eggs,Frozen,21,40,10
2024-02-13,Eggs,Frozen,1,25,17
2024-02-14,Eggs,Frozen,27,38,14
2024-02-15,Eggs,Frozen,23,45,17
2024-02-16,Eggs,Frozen,9,24,5
2024-02-17,Eggs,Frozen,1,13,19
2024-02-18,Eggs,Frozen,28,41,20
2024-02-19,Eggs,Frozen,12,27,8
2024-02-20,Eggs,Frozen,32,46,18
2024-02-21,Eggs,Frozen,17,26,14
2024-02-22,Eggs,Frozen,16,34,13
2024-02-23,Eggs,Frozen,17,25,19
2024-02-24,Eggs,Frozen,7,25,3
2024-02-25,Eggs,Frozen,26,50,20
2024-02-26,Eggs,Frozen,3,25,18
2024-02-27,Eggs,Frozen,25,41,12
2024-02-28,Eggs,Frozen,9,27,8
2024-02-29,Eggs,Frozen,23,34,9
2024-03-01,Eggs,Frozen,3,19,11
2024-03-02,Eggs,Frozen,16,22,10
2024-03-03,Eggs,Frozen,16,40,19
2024-03-04,Eggs,Frozen,10,23,13
2024-03-05,Eggs,Frozen,8,18,18
2024-03-06,Eggs,Frozen,16,23,3
2024-03-07,Eggs,Frozen,16,36,10
2024-03-08,Eggs,Frozen,6,16,18
2024-03-09,Eggs,Frozen,4,15,2
2024-03-10,Eggs,Frozen,24,42,13
2024-03-11,Eggs,Frozen,31,46,8
2024-03-12,Eggs,Frozen,15,32,19
2024-03-13,Eggs,Frozen,28,35,17
2024-03-14,Eggs,Frozen,3,18,17
2024-03-15,Eggs,Frozen,17,40,3
2024-03-16,Eggs,Frozen,15,31,1
2024-03-17,Eggs,Frozen,30,47,7
2024-03-18,Eggs,Frozen,20,31,9
2024-03-19,Eggs,Frozen,9,28,10
2024-03-20,Eggs,Frozen,23,42,9
2024-03-21,Eggs,Frozen,13,24,12
2024-03-22,Eggs,Frozen,1,14,16
2024-03-23,Eggs,Frozen,12,25,14
2024-03-24,Eggs,Frozen,17,38,3
2024-03-25,Eggs,Frozen,14,22,8
2024-03-26,Eggs,Frozen,1,23,1
2024-03-27,Eggs,Frozen,32,43,4
2024-03-28,Eggs,Frozen,22,30,18
2024-03-29,Eggs,Frozen,10,31,20
2024-03-30,Eggs,Frozen,26,38,10
2024-03-31,Eggs,Frozen,14,21,10
2024-04-01,Eggs,Frozen,25,40,20
2024-04-02,Eggs,Frozen,15,39,8
2024-04-03,Eggs,Frozen,11,28,11
2024-04-04,Eggs,Frozen,19,36,13
2024-04-05,Eggs,Frozen,11,32,7
2024-04-06,Eggs,Frozen,19,31,19
2024-04-07,Eggs,Frozen,28,48,3
2024-04-08,Eggs,Frozen,27,37,19
2024-04-09,Eggs,Frozen,28,51,3
2024-04-10,Eggs,Frozen,23,36,2
2024-04-11,Eggs,Frozen,11,25,8
2024-04-12,Eggs,Frozen,22,41,9
2024-04-13,Eggs,Frozen,25,36,6
2024-04-14,Eggs,Frozen,30,54,5
2024-04-15,Eggs,Frozen,19,24,3
2024-04-16,Eggs,Frozen,32,37,9
2024-04-17,Eggs,Frozen,7,16,16
2024-04-18,Eggs,Frozen,7,15,5
2024-04-19,Eggs,Frozen,25,44,8
2024-04-20,Eggs,Frozen,6,19,18
2024-04-21,Eggs,Frozen,9,16,15
2024-04-22,Eggs,Frozen,22,28,7
2024-04-23,Eggs,Frozen,18,40,6
2024-04-24,Eggs,Frozen,31,38,10
2024-04-25,Eggs,Frozen,6,21,20
2024-04-26,Eggs,Frozen,30,40,15
2024-04-27,Eggs,Frozen,29,49,3
2024-04-28,Eggs,Frozen,14,36,20
2024-04-29,Eggs,Frozen,21,44,4
2024-04-30,Eggs,Frozen,22,35,1
2024-05-01,Eggs,Frozen,9,29,19
2024-05-02,Eggs,Frozen,31,42,18
2024-05-03,Eggs,Frozen,22,46,14
2024-05-04,Eggs,Frozen,21,45,9
2024-05-05,Eggs,Frozen,21,28,16
2024-05-06,Eggs,Frozen,3,21,11
2024-05-07,Eggs,Frozen,31,43,16
2024-05-08,Eggs,Frozen,29,43,11
2024-05-09,Eggs,Frozen,21,38,13
2024-05-10,Eggs,Frozen,21,41,1
2024-05-11,Eggs,Frozen,30,42,9
2024-05-12,Eggs,Frozen,26,36,5
2024-05-13,Eggs,Frozen,29,37,10
2024-05-14,Eggs,Frozen,3,21,2
2024-05-15,Eggs,Frozen,23,43,20
2024-05-16,Eggs,Frozen,8,17,15
2024-05-17,Eggs,Frozen,12,31,19
2024-05-18,Eggs,Frozen,23,34,3
2024-05-19,Eggs,Frozen,18,40,12
2024-05-20,Eggs,Frozen,27,39,1
2024-05-21,Eggs,Frozen,23,41,8
2024-05-22,Eggs,Frozen,1,20,16
2024-05-23,Eggs,Frozen,19,24,6
2024-05-24,Eggs,Frozen,12,29,4
2024-05-25,Eggs,Frozen,26,49,6
2024-05-26,Eggs,Frozen,20,44,15
2024-05-27,Eggs,Frozen,22,34,10
2024-05-28,Eggs,Frozen,16,26,20
2024-05-29,Eggs,Frozen,9,25,17
2024-05-30,Eggs,Frozen,25,40,18
2024-05-31,Eggs,Frozen,6,14,3
2024-06-01,Eggs,Frozen,25,36,4
2024-06-02,Eggs,Frozen,6,12,10
2024-06-03,Eggs,Frozen,7,22,14
2024-06-04,Eggs,Frozen,14,30,16
2024-06-05,Eggs,Frozen,16,29,9
2024-06-06,Eggs,Frozen,22,38,4
2024-06-07,Eggs,Frozen,3,26,17
2024-06-08,Eggs,Frozen,27,40,13
2024-06-09,Eggs,Frozen,31,36,14
2024-06-10,Eggs,Frozen,29,43,4
2024-06-11,Eggs,Frozen,1,7,6
2024-06-12,Eggs,Frozen,20,33,3
2024-06-13,Eggs,Frozen,17,22,13
2024-06-14,Eggs,Frozen,26,45,18
2024-06-15,Eggs,Frozen,27,50,4
2024-06-16,Eggs,Frozen,1,12,3
2024-06-17,Eggs,Frozen,5,17,10
2024-06-18,Eggs,Frozen,24,38,14
2024-06-19,Eggs,Frozen,17,31,13
2024-06-20,Eggs,Frozen,5,23,6
2024-06-21,Eggs,Frozen,11,23,9
2024-06-22,Eggs,Frozen,24,35,4
2024-06-23,Eggs,Frozen,3,9,11
2024-06-24,Eggs,Frozen,29,47,1
2024-06-25,Eggs,Frozen,22,35,12
