Date,Product Name,Category,Quantity Sold,Inventory,Surplus
2023-12-06,Bananas,Meat,5,25,6
2023-12-07,Bananas,Meat,28,38,7
2023-12-08,Bananas,Meat,49,58,11
2023-12-09,Bananas,Meat,35,46,11
2023-12-10,Bananas,Meat,42,59,15
2023-12-11,Bananas,Meat,32,56,16
2023-12-12,Bananas,Meat,29,44,13
2023-12-13,Bananas,Meat,46,56,4
2023-12-14,Bananas,Meat,24,38,1
2023-12-15,Bananas,Meat,30,45,14
2023-12-16,Bananas,Meat,9,21,16
2023-12-17,Bananas,Meat,48,63,9
2023-12-18,Bananas,Meat,54,70,10
2023-12-19,Bananas,Meat,18,25,20
2023-12-20,Bananas,Meat,11,29,11
2023-12-21,Bananas,Meat,22,44,11
2023-12-22,Bananas,Meat,37,48,6
2023-12-23,Bananas,Meat,23,41,9
2023-12-24,Bananas,Meat,29,36,11
2023-12-25,Bananas,Meat,57,80,13
2023-12-26,Bananas,Meat,13,26,6
2023-12-27,Bananas,Meat,32,51,3
2023-12-28,Bananas,Meat,58,74,7
2023-12-29,Bananas,Meat,44,62,18
2023-12-30,Bananas,Meat,10,28,15
2023-12-31,Bananas,Meat,43,57,17
2024-01-01,Bananas,Meat,48,58,18
2024-01-02,Bananas,Meat,6,28,18
2024-01-03,Bananas,Meat,21,38,3
2024-01-04,Bananas,Meat,35,46,5
2024-01-05,Bananas,Meat,3,15,7
2024-01-06,Bananas,Meat,21,37,2
2024-01-07,Bananas,Meat,20,28,11
2024-01-08,Bananas,Meat,50,59,19
2024-01-09,Bananas,Meat,43,56,12
2024-01-10,Bananas,Meat,34,43,16
2024-01-11,Bananas,Meat,3,22,15
2024-01-12,Bananas,Meat,45,68,16
2024-01-13,Bananas,Meat,45,63,10
2024-01-14,Bananas,Meat,40,54,15
2024-01-15,Bananas,Meat,37,58,8
2024-01-16,Bananas,Meat,53,74,18
2024-01-17,Bananas,Meat,5,19,9
2024-01-18,Bananas,Meat,50,70,20
2024-01-19,Bananas,Meat,11,30,3
2024-01-20,Bananas,Meat,54,70,3
2024-01-21,Bananas,Meat,48,66,11
2024-01-22,Bananas,Meat,17,23,18
2024-01-23,Bananas,Meat,4,23,9
2024-01-24,Bananas,Meat,8,31,4
2024-01-25,Bananas,Meat,41,55,10
2024-01-26,Bananas,Meat,47,66,15
2024-01-27,Bananas,Meat,22,35,8
2024-01-28,Bananas,Meat,32,39,14
2024-01-29,Bananas,Meat,27,37,13
2024-01-30,Bananas,Meat,58,82,18
2024-01-31,Bananas,Meat,6,24,1
2024-02-01,Bananas,Meat,31,42,19
2024-02-02,Bananas,Meat,59,81,5
2024-02-03,Bananas,Meat,4,24,1
2024-02-04,Bananas,Meat,47,65,20
2024-02-05,Bananas,Meat,39,58,20
2024-02-06,Bananas,Meat,30,54,1
2024-02-07,Bananas,Meat,43,59,14
2024-02-08,Bananas,Meat,53,64,5
2024-02-09,Bananas,Meat,33,55,6
2024-02-10,Bananas,Meat,31,38,12
2024-02-11,Bananas,Meat,60,79,17
2024-02-12,Bananas,Meat,28,36,11
2024-02-13,Bananas,Meat,25,37,12
2024-02-14,Bananas,Meat,56,77,17
2024-02-15,Bananas,Meat,58,80,13
2024-02-16,Bananas,Meat,49,64,2
2024-02-17,Bananas,Meat,17,38,16
2024-02-18,Bananas,Meat,57,66,10
2024-02-19,Bananas,Meat,31,49,1
2024-02-20,Bananas,Meat,50,65,12
2024-02-21,Bananas,Meat,36,41,5
2024-02-22,Bananas,Meat,46,59,20
2024-02-23,Bananas,Meat,43,57,12
2024-02-24,Bananas,Meat,17,24,6
2024-02-25,Bananas,Meat,10,34,8
2024-02-26,Bananas,Meat,51,71,12
2024-02-27,Bananas,Meat,48,54,8
2024-02-28,Bananas,Meat,22,33,5
2024-02-29,Bananas,Meat,31,54,10
2024-03-01,Bananas,Meat,30,36,20
2024-03-02,Bananas,Meat,51,71,9
2024-03-03,Bananas,Meat,20,35,4
2024-03-04,Bananas,Meat,14,24,2
2024-03-05,Bananas,Meat,15,37,10
2024-03-06,Bananas,Meat,61,67,18
2024-03-07,Bananas,Meat,43,63,6
2024-03-08,Bananas,Meat,57,73,8
2024-03-09,Bananas,Meat,19,41,14
2024-03-10,Bananas,Meat,53,60,4
2024-03-11,Bananas,Meat,40,59,5
2024-03-12,Bananas,Meat,31,41,16
2024-03-13,Bananas,Meat,37,60,13
2024-03-14,Bananas,Meat,23,43,17
2024-03-15,Bananas,Meat,44,53,5
2024-03-16,Bananas,Meat,58,69,12
2024-03-17,Bananas,Meat,14,32,16
2024-03-18,Bananas,Meat,22,33,7
2024-03-19,Bananas,Meat,30,44,11
2024-03-20,Bananas,Meat,48,60,2
2024-03-21,Bananas,Meat,8,19,20
2024-03-22,Bananas,Meat,44,67,11
2024-03-23,Bananas,Meat,31,49,14
2024-03-24,Bananas,Meat,16,22,17
2024-03-25,Bananas,Meat,54,65,3
2024-03-26,Bananas,Meat,39,49,13
2024-03-27,Bananas,Meat,24,33,3
2024-03-28,Bananas,Meat,21,30,20
2024-03-29,Bananas,Meat,8,30,18
2024-03-30,Bananas,Meat,18,31,7
2024-03-31,Bananas,Meat,38,47,17
2024-04-01,Bananas,Meat,6,30,13
2024-04-02,Bananas,Meat,14,33,20
2024-04-03,Bananas,Meat,55,74,17
2024-04-04,Bananas,Meat,30,40,16
2024-04-05,Bananas,Meat,14,26,14
2024-04-06,Bananas,Meat,7,13,2
2024-04-07,Bananas,Meat,4,10,10
2024-04-08,Bananas,Meat,57,63,8
2024-04-09,Bananas,Meat,19,37,15
2024-04-10,Bananas,Meat,25,41,5
2024-04-11,Bananas,Meat,25,35,18
2024-04-12,Bananas,Meat,19,40,6
2024-04-13,Bananas,Meat,30,48,12
2024-04-14,Bananas,Meat,43,51,9
2024-04-15,Bananas,Meat,30,52,3
2024-04-16,Bananas,Meat,15,20,15
2024-04-17,Bananas,Meat,48,72,20
2024-04-18,Bananas,Meat,29,50,9
2024-04-19,Bananas,Meat,35,51,17
2024-04-20,Bananas,Meat,33,52,5
2024-04-21,Bananas,Meat,39,44,16
2024-04-22,Bananas,Meat,40,50,7
2024-04-23,Bananas,Meat,23,33,12
2024-04-24,Bananas,Meat,23,32,17
2024-04-25,Bananas,Meat,43,60,19
2024-04-26,Bananas,Meat,37,53,16
2024-04-27,Bananas,Meat,55,70,4
2024-04-28,Bananas,Meat,42,57,6
2024-04-29,Bananas,Meat,52,72,19
2024-04-30,Bananas,Meat,30,49,10
2024-05-01,Bananas,Meat,16,33,10
2024-05-02,Bananas,Meat,33,43,15
2024-05-03,Bananas,Meat,27,46,1
2024-05-04,Bananas,Meat,10,28,8
2024-05-05,Bananas,Meat,20,37,1
2024-05-06,Bananas,Meat,4,19,4
2024-05-07,Bananas,Meat,20,28,19
2024-05-08,Bananas,Meat,15,33,6
2024-05-09,Bananas,Meat,38,46,14
2024-05-10,Bananas,Meat,15,27,8
2024-05-11,Bananas,Meat,47,70,11
2024-05-12,Bananas,Meat,17,32,6
2024-05-13,Bananas,Meat,20,40,9
2024-05-14,Bananas,Meat,49,73,19
2024-05-15,Bananas,Meat,17,28,4
2024-05-16,Bananas,Meat,53,60,8
2024-05-17,Bananas,Meat,12,21,10
2024-05-18,Bananas,Meat,11,16,14
2024-05-19,Bananas,Meat,30,53,8
2024-05-20,Bananas,Meat,26,40,10
2024-05-21,Bananas,Meat,57,72,9
2024-05-22,Bananas,Meat,48,55,1
2024-05-23,Bananas,Meat,25,30,17
2024-05-24,Bananas,Meat,45,67,9
2024-05-25,Bananas,Meat,17,24,17
2024-05-26,Bananas,Meat,54,59,10
2024-05-27,Bananas,Meat,41,58,13
2024-05-28,Bananas,Meat,59,82,2
2024-05-29,Bananas,Meat,1,22,5
2024-05-30,Bananas,Meat,50,59,4
2024-05-31,Bananas,Meat,26,33,16
2024-06-01,Bananas,Meat,3,23,4
2024-06-02,Bananas,Meat,53,74,20
2024-06-03,Bananas,Meat,59,81,19
2024-06-04,Bananas,Meat,58,80,9
2024-06-05,Bananas,Meat,43,52,17
2024-06-06,Bananas,Meat,56,61,18
2024-06-07,Bananas,Meat,11,31,8
2024-06-08,Bananas,Meat,47,68,20
2024-06-09,Bananas,Meat,28,48,12
2024-06-10,Bananas,Meat,28,38,18
2024-06-11,Bananas,Meat,30,40,11
2024-06-12,Bananas,Meat,35,57,5
2024-06-13,Bananas,Meat,7,20,19
2024-06-14,Bananas,Meat,33,38,11
2024-06-15,Bananas,Meat,48,68,11
2024-06-16,Bananas,Meat,27,41,11
2024-06-17,Bananas,Meat,29,34,19
2024-06-18,Bananas,Meat,27,45,1
2024-06-19,Bananas,Meat,42,56,2
2024-06-20,Bananas,Meat,31,43,16
2024-06-21,Bananas,Meat,47,60,19
2024-06-22,Bananas,Meat,5,26,1
2024-06-23,Bananas,Meat,34,57,6
2024-06-24,Bananas,Meat,37,45,1
2024-06-25,Bananas,Meat,21,33,18
2024-06-26,Bananas,Meat,26,38,19
2024-06-27,Bananas,Meat,54,77,20
2024-06-28,Bananas,Meat,43,60,5
2024-06-29,Bananas,Meat,5,26,14
2024-06-30,Bananas,Meat,33,49,18
2024-07-01,Bananas,Meat,42,62,8
2024-07-02,Bananas,Meat,2,18,6
2024-07-03,Bananas,Meat,23,34,8
2024-07-04,Bananas,Meat,51,73,20
2024-07-05,Bananas,Meat,43,52,16
2024-07-06,Bananas,Meat,56,79,16
2024-07-07,Bananas,Meat,29,42,20
2024-07-08,Bananas,Meat,18,27,9
2024-07-09,Bananas,Meat,35,52,8
2024-07-10,Bananas,Meat,10,29,4
2024-07-11,Bananas,Meat,39,51,5
2024-07-12,Bananas,Meat,33,57,7
2024-07-13,Bananas,Meat,32,46,12
2024-07-14,Bananas,Meat,42,53,9
2024-07-15,Bananas,Meat,37,47,5
2024-07-16,Bananas,Meat,23,39,13
2024-07-17,Bananas,Meat,1,8,5
2024-07-18,Bananas,Meat,17,37,16
2024-07-19,Bananas,Meat,46,61,20
2024-07-20,Bananas,Meat,36,59,17
2024-07-21,Bananas,Meat,27,39,19
2024-07-22,Bananas,Meat,48,66,12
2024-07-23,Bananas,Meat,39,53,1
2024-07-24,Bananas,Meat,1,22,17
2024-07-25,Bananas,Meat,38,61,6
2024-07-26,Bananas,Meat,14,36,13
2024-07-27,Bananas,Meat,4,14,18
2024-07-28,Bananas,Meat,32,47,18
2024-07-29,Bananas,Meat,21,37,14
2024-07-30,Bananas,Meat,47,71,4
2024-07-31,Bananas,Meat,43,64,6
2024-08-01,Bananas,Meat,50,56,13
2024-08-02,Bananas,Meat,2,12,5
2024-08-03,Bananas,Meat,58,76,3
2024-08-04,Bananas,Meat,25,46,6
2024-08-05,Bananas,Meat,38,62,8
2024-08-06,Bananas,Meat,59,67,19
2024-08-07,Bananas,Meat,48,62,14
2024-08-08,Bananas,Meat,14,24,14
2024-08-09,Bananas,Meat,13,30,15
2024-08-10,Bananas,Meat,44,67,7
2024-08-11,Bananas,Meat,19,40,11
2024-08-12,Bananas,Meat,12,26,16
2024-08-13,Bananas,Meat,60,79,14
2024-08-14,Bananas,Meat,31,42,3
2024-08-15,Bananas,Meat,34,54,7
2024-08-16,Bananas,Meat,41,46,8
2024-08-17,Bananas,Meat,23,32,16
2024-08-18,Bananas,Meat,9,18,20
2024-08-19,Bananas,Meat,16,31,3
2024-08-20,Bananas,Meat,24,45,19
2024-08-21,Bananas,Meat,8,16,5
2024-08-22,Bananas,Meat,37,46,13
2024-08-23,Bananas,Meat,31,37,6
2024-08-24,Bananas,Meat,55,64,4
2024-08-25,Bananas,Meat,32,46,8
2024-08-26,Bananas,Meat,53,71,19
2024-08-27,Bananas,Meat,42,62,7
2024-08-28,Bananas,Meat,23,34,18
2024-08-29,Bananas,Meat,38,60,18
2024-08-30,Bananas,Meat,36,59,8
2024-08-31,Bananas,Meat,32,56,17
2024-09-01,Bananas,Meat,23,35,17
2024-09-02,Bananas,Meat,54,63,19
2024-09-03,Bananas,Meat,23,39,3
2024-09-04,Bananas,Meat,58,71,19
2024-09-05,Bananas,Meat,33,47,16
2024-09-06,Bananas,Meat,41,60,9
2024-09-07,Bananas,Meat,26,36,16
2024-09-08,Bananas,Meat,40,54,13
2024-09-09,Bananas,Meat,3,12,16
2024-09-10,Bananas,Meat,1,21,14
2024-09-11,Bananas,Meat,13,36,2
2024-09-12,Bananas,Meat,27,36,20
2024-09-13,Bananas,Meat,50,71,10
2024-09-14,Bananas,Meat,27,32,8
2024-09-15,Bananas,Meat,44,66,11
2024-09-16,Bananas,Meat,22,28,9
2024-09-17,Bananas,Meat,55,67,7
2024-09-18,Bananas,Meat,11,27,5
2024-09-19,Bananas,Meat,15,20,12
2024-09-20,Bananas,Meat,30,53,13
2024-09-21,Bananas,Meat,18,23,10
2024-09-22,Bananas,Meat,44,51,20
2024-09-23,Bananas,Meat,24,31,10
2024-09-24,Bananas,Meat,32,45,7
2024-09-25,Bananas,Meat,22,30,16
2024-09-26,Bananas,Meat,5,24,20
2024-09-27,Bananas,Meat,5,26,12
2024-09-28,Bananas,Meat,22,33,2
2024-09-29,Bananas,Meat,48,65,9
2024-09-30,Bananas,Meat,49,72,12
2024-10-01,Bananas,Meat,51,64,9
2024-10-02,Bananas,Meat,39,55,16
2024-10-03,Bananas,Meat,22,41,4
2024-10-04,Bananas,Meat,7,15,2
2024-10-05,Bananas,Meat,50,58,19
2024-10-06,Bananas,Meat,61,72,12
2024-10-07,Bananas,Meat,54,78,8
2024-10-08,Bananas,Meat,21,30,6
2024-10-09,Bananas,Meat,35,56,9
2024-10-10,Bananas,Meat,10,30,9
2024-10-11,Bananas,Meat,50,59,9
2023-10-13,Bread,Meat,12,26,12
2023-10-14,Bread,Meat,62,75,20
2023-10-15,Bread,Meat,87,93,6
2023-10-16,Bread,Meat,38,51,5
2023-10-17,Bread,Meat,77,86,10
2023-10-18,Bread,Meat,67,83,10
2023-10-19,Bread,Meat,70,86,14
2023-10-20,Bread,Meat,94,101,9
2023-10-21,Bread,Meat,41,46,4
2023-10-22,Bread,Meat,67,82,2
2023-10-23,Bread,Meat,2,10,11
2023-10-24,Bread,Meat,57,70,20
2023-10-25,Bread,Meat,59,82,14
2023-10-26,Bread,Meat,30,51,13
2023-10-27,Bread,Meat,61,70,10
2023-10-28,Bread,Meat,92,103,7
2023-10-29,Bread,Meat,49,58,19
2023-10-30,Bread,Meat,49,55,3
2023-10-31,Bread,Meat,43,51,6
2023-11-01,Bread,Meat,98,116,5
2023-11-02,Bread,Meat,95,112,2
2023-11-03,Bread,Meat,17,28,12
2023-11-04,Bread,Meat,58,64,7
2023-11-05,Bread,Meat,73,87,16
2023-11-06,Bread,Meat,20,29,8
2023-11-07,Bread,Meat,77,86,4
2023-11-08,Bread,Meat,54,63,9
2023-11-09,Bread,Meat,91,108,3
2023-11-10,Bread,Meat,58,71,10
2023-11-11,Bread,Meat,4,14,5
2023-11-12,Bread,Meat,91,111,17
2023-11-13,Bread,Meat,72,79,12
2023-11-14,Bread,Meat,64,87,6
2023-11-15,Bread,Meat,9,33,12
2023-11-16,Bread,Meat,85,96,10
2023-11-17,Bread,Meat,35,48,17
2023-11-18,Bread,Meat,28,45,19
2023-11-19,Bread,Meat,27,34,2
2023-11-20,Bread,Meat,71,78,2
2023-11-21,Bread,Meat,50,68,16
2023-11-22,Bread,Meat,45,69,19
2023-11-23,Bread,Meat,98,122,19
2023-11-24,Bread,Meat,14,25,8
2023-11-25,Bread,Meat,29,45,6
2023-11-26,Bread,Meat,60,83,18
2023-11-27,Bread,Meat,29,36,1
2023-11-28,Bread,Meat,57,63,11
2023-11-29,Bread,Meat,61,72,1
2023-11-30,Bread,Meat,85,95,11
2023-12-01,Bread,Meat,60,82,9
2023-12-02,Bread,Meat,66,77,6
2023-12-03,Bread,Meat,51,60,2
2023-12-04,Bread,Meat,10,21,13
2023-12-05,Bread,Meat,88,108,10
2023-12-06,Bread,Meat,91,111,15
2023-12-07,Bread,Meat,51,59,13
2023-12-08,Bread,Meat,96,104,13
2023-12-09,Bread,Meat,87,99,11
2023-12-10,Bread,Meat,48,66,16
2023-12-11,Bread,Meat,57,69,1
2023-12-12,Bread,Meat,52,63,5
2023-12-13,Bread,Meat,57,75,6
2023-12-14,Bread,Meat,85,91,1
2023-12-15,Bread,Meat,86,96,18
2023-12-16,Bread,Meat,87,99,18
2023-12-17,Bread,Meat,12,25,16
2023-12-18,Bread,Meat,77,92,16
2023-12-19,Bread,Meat,34,48,15
2023-12-20,Bread,Meat,89,103,8
2023-12-21,Bread,Meat,66,81,1
2023-12-22,Bread,Meat,41,48,8
2023-12-23,Bread,Meat,54,64,13
2023-12-24,Bread,Meat,21,35,15
2023-12-25,Bread,Meat,95,102,20
2023-12-26,Bread,Meat,18,33,15
2023-12-27,Bread,Meat,80,102,14
2023-12-28,Bread,Meat,78,101,5
2023-12-29,Bread,Meat,97,115,2
2023-12-30,Bread,Meat,46,51,20
2023-12-31,Bread,Meat,7,20,6
2024-01-01,Bread,Meat,38,62,8
2024-01-02,Bread,Meat,20,27,16
2024-01-03,Bread,Meat,4,23,16
2024-01-04,Bread,Meat,11,25,13
2024-01-05,Bread,Meat,6,12,19
2024-01-06,Bread,Meat,7,15,16
2024-01-07,Bread,Meat,45,65,4
2024-01-08,Bread,Meat,30,54,19
2024-01-09,Bread,Meat,87,104,17
2024-01-10,Bread,Meat,28,40,9
2024-01-11,Bread,Meat,99,123,13
2024-01-12,Bread,Meat,56,74,19
2024-01-13,Bread,Meat,1,25,9
2024-01-14,Bread,Meat,88,112,13
2024-01-15,Bread,Meat,60,70,17
2024-01-16,Bread,Meat,48,63,17
2024-01-17,Bread,Meat,28,36,5
2024-01-18,Bread,Meat,55,73,5
2024-01-19,Bread,Meat,98,120,17
2024-01-20,Bread,Meat,81,105,16
2024-01-21,Bread,Meat,88,100,4
2024-01-22,Bread,Meat,31,44,8
2024-01-23,Bread,Meat,20,32,8
2024-01-24,Bread,Meat,59,65,5
2024-01-25,Bread,Meat,29,49,7
2024-01-26,Bread,Meat,28,46,2
2024-01-27,Bread,Meat,78,96,18
2024-01-28,Bread,Meat,42,56,12
2024-01-29,Bread,Meat,64,74,13
2024-01-30,Bread,Meat,26,34,11
2024-01-31,Bread,Meat,11,26,9
2024-02-01,Bread,Meat,16,27,17
2024-02-02,Bread,Meat,36,44,20
2024-02-03,Bread,Meat,29,49,16
2024-02-04,Bread,Meat,91,102,15
2024-02-05,Bread,Meat,29,35,12
2024-02-06,Bread,Meat,28,38,10
2024-02-07,Bread,Meat,96,106,9
2024-02-08,Bread,Meat,27,32,2
2024-02-09,Bread,Meat,11,19,19
2024-02-10,Bread,Meat,45,66,12
2024-02-11,Bread,Meat,72,80,11
2024-02-12,Bread,Meat,56,68,20
2024-02-13,Bread,Meat,49,65,10
2024-02-14,Bread,Meat,53,63,17
2024-02-15,Bread,Meat,68,73,15
2024-02-16,Bread,Meat,52,76,16
2024-02-17,Bread,Meat,76,84,14
2024-02-18,Bread,Meat,32,46,5
2024-02-19,Bread,Meat,59,72,9
2024-02-20,Bread,Meat,76,84,14
2024-02-21,Bread,Meat,64,79,8
2024-02-22,Bread,Meat,56,73,11
2024-02-23,Bread,Meat,60,74,3
2024-02-24,Bread,Meat,25,42,1
2024-02-25,Bread,Meat,88,98,8
2024-02-26,Bread,Meat,84,107,18
2024-02-27,Bread,Meat,50,57,8
2024-02-28,Bread,Meat,7,31,1
2024-02-29,Bread,Meat,96,101,19
2024-03-01,Bread,Meat,6,22,8
2024-03-02,Bread,Meat,83,96,9
2024-03-03,Bread,Meat,52,73,15
2024-03-04,Bread,Meat,18,35,7
2024-03-05,Bread,Meat,12,31,15
2024-03-06,Bread,Meat,37,55,1
2024-03-07,Bread,Meat,10,23,19
2024-03-08,Bread,Meat,87,103,14
2024-03-09,Bread,Meat,82,96,2
2024-03-10,Bread,Meat,21,45,5
2024-03-11,Bread,Meat,54,59,19
2024-03-12,Bread,Meat,13,31,9
2024-03-13,Bread,Meat,66,77,15
2024-03-14,Bread,Meat,66,83,2
2024-03-15,Bread,Meat,18,27,20
2024-03-16,Bread,Meat,35,43,18
2024-03-17,Bread,Meat,98,110,3
2024-03-18,Bread,Meat,74,79,5
2024-03-19,Bread,Meat,32,47,20
2024-03-20,Bread,Meat,25,36,13
2024-03-21,Bread,Meat,24,43,17
2024-03-22,Bread,Meat,85,109,16
2024-03-23,Bread,Meat,39,50,18
2024-03-24,Bread,Meat,60,65,2
2024-03-25,Bread,Meat,98,118,6
2024-03-26,Bread,Meat,26,42,16
2024-03-27,Bread,Meat,42,65,16
2024-03-28,Bread,Meat,39,56,2
2024-03-29,Bread,Meat,69,84,20
2024-03-30,Bread,Meat,70,87,7
2024-03-31,Bread,Meat,96,113,14
2024-04-01,Bread,Meat,41,61,2
2024-04-02,Bread,Meat,32,42,1
2024-04-03,Bread,Meat,8,22,11
2024-04-04,Bread,Meat,18,35,20
2024-04-05,Bread,Meat,58,82,18
2024-04-06,Bread,Meat,1,8,11
2024-04-07,Bread,Meat,24,32,19
2024-04-08,Bread,Meat,47,56,17
2024-04-09,Bread,Meat,81,97,12
2024-04-10,Bread,Meat,63,77,11
2024-04-11,Bread,Meat,18,35,10
2024-04-12,Bread,Meat,20,40,1
2024-04-13,Bread,Meat,26,36,11
2024-04-14,Bread,Meat,94,113,12
2024-04-15,Bread,Meat,91,108,18
2024-04-16,Bread,Meat,39,54,10
2024-04-17,Bread,Meat,23,47,14
2024-04-18,Bread,Meat,90,95,1
2024-04-19,Bread,Meat,5,24,7
2024-04-20,Bread,Meat,14,32,15
2024-04-21,Bread,Meat,99,122,8
2024-04-22,Bread,Meat,96,106,11
2024-04-23,Bread,Meat,45,69,5
2024-04-24,Bread,Meat,68,89,8
2024-04-25,Bread,Meat,22,41,11
2024-04-26,Bread,Meat,33,42,8
2024-04-27,Bread,Meat,13,33,4
2024-04-28,Bread,Meat,72,92,19
2024-04-29,Bread,Meat,46,54,17
2024-04-30,Bread,Meat,73,91,5
2024-05-01,Bread,Meat,58,77,5
2024-05-02,Bread,Meat,28,38,4
2024-05-03,Bread,Meat,1,15,13
2024-05-04,Bread,Meat,15,37,5
2024-05-05,Bread,Meat,7,24,7
2024-05-06,Bread,Meat,17,24,13
2024-05-07,Bread,Meat,76,85,1
2024-05-08,Bread,Meat,55,63,3
2024-05-09,Bread,Meat,63,81,10
2024-05-10,Bread,Meat,93,107,9
2024-05-11,Bread,Meat,56,69,15
2024-05-12,Bread,Meat,14,20,1
2024-05-13,Bread,Meat,77,99,19
2024-05-14,Bread,Meat,56,79,4
2024-05-15,Bread,Meat,32,40,10
2024-05-16,Bread,Meat,25,34,20
2024-05-17,Bread,Meat,91,102,12
2024-05-18,Bread,Meat,24,40,17
2024-05-19,Bread,Meat,13,37,19
2024-05-20,Bread,Meat,93,112,12
2024-05-21,Bread,Meat,30,49,12
2024-05-22,Bread,Meat,91,100,6
2024-05-23,Bread,Meat,7,24,4
2024-05-24,Bread,Meat,13,30,18
2024-05-25,Bread,Meat,7,20,9
2024-05-26,Bread,Meat,99,117,10
2024-05-27,Bread,Meat,70,81,20
2024-05-28,Bread,Meat,22,32,13
2024-05-29,Bread,Meat,59,75,3
2024-05-30,Bread,Meat,14,24,18
2024-05-31,Bread,Meat,21,29,8
2024-06-01,Bread,Meat,18,28,10
2024-06-02,Bread,Meat,48,68,13
2024-06-03,Bread,Meat,93,103,8
2024-06-04,Bread,Meat,26,40,18
2024-06-05,Bread,Meat,39,62,16
2024-06-06,Bread,Meat,37,50,11
2024-06-07,Bread,Meat,62,82,20
2024-06-08,Bread,Meat,64,72,4
2024-06-09,Bread,Meat,62,82,2
2024-06-10,Bread,Meat,28,52,2
2024-06-11,Bread,Meat,11,29,5
2024-06-12,Bread,Meat,17,36,19
2024-06-13,Bread,Meat,12,25,19
2024-06-14,Bread,Meat,28,50,5
2024-06-15,Bread,Meat,88,111,2
2024-06-16,Bread,Meat,31,55,11
2024-06-17,Bread,Meat,56,78,20
2024-06-18,Bread,Meat,56,65,19
2024-06-19,Bread,Meat,29,42,19
2024-06-20,Bread,Meat,5,16,16
2024-06-21,Bread,Meat,35,55,10
2024-06-22,Bread,Meat,13,20,7
2024-06-23,Bread,Meat,45,53,11
2024-06-24,Bread,Meat,73,89,13
2024-06-25,Bread,Meat,31,53,12
2024-06-26,Bread,Meat,87,102,5
2024-06-27,Bread,Meat,16,22,15
2024-06-28,Bread,Meat,54,77,13
2024-06-29,Bread,Meat,84,105,12
2024-06-30,Bread,Meat,47,54,8
2024-07-01,Bread,Meat,8,19,10
2024-07-02,Bread,Meat,48,63,3
2024-07-03,Bread,Meat,81,97,16
2024-07-04,Bread,Meat,64,86,10
2024-07-05,Bread,Meat,50,60,13
2024-07-06,Bread,Meat,19,40,18
2024-07-07,Bread,Meat,43,49,10
2024-07-08,Bread,Meat,91,113,16
2024-07-09,Bread,Meat,79,93,16
2024-07-10,Bread,Meat,88,108,20
2024-07-11,Bread,Meat,69,77,16
2024-07-12,Bread,Meat,53,68,17
2024-07-13,Bread,Meat,47,66,2
2024-07-14,Bread,Meat,38,54,18
2024-07-15,Bread,Meat,57,66,18
2024-07-16,Bread,Meat,9,20,5
2024-07-17,Bread,Meat,89,111,3
2024-07-18,Bread,Meat,15,36,15
2024-07-19,Bread,Meat,27,43,3
