Date,Product Name,Category,Quantity Sold,Inventory,Surplus
2023-12-28,Oatmeal,Condiments,10,33,5
2023-12-29,Oatmeal,Condiments,7,15,18
2023-12-30,Oatmeal,Condiments,2,18,17
2023-12-31,Oatmeal,Condiments,4,24,7
2024-01-01,Oatmeal,Condiments,15,24,20
2024-01-02,Oatmeal,Condiments,6,20,13
2024-01-03,Oatmeal,Condiments,9,28,17
2024-01-04,Oatmeal,Condiments,13,20,18
2024-01-05,Oatmeal,Condiments,6,26,16
2024-01-06,Oatmeal,Condiments,4,27,17
2024-01-07,Oatmeal,Condiments,1,25,6
2024-01-08,Oatmeal,Condiments,15,22,8
2024-01-09,Oatmeal,Condiments,7,24,16
2024-01-10,Oatmeal,Condiments,7,17,8
2024-01-11,Oatmeal,Condiments,6,16,11
2024-01-12,Oatmeal,Condiments,3,11,7
2024-01-13,Oatmeal,Condiments,5,23,15
2024-01-14,Oatmeal,Condiments,7,21,7
2024-01-15,Oatmeal,Condiments,6,15,20
2024-01-16,Oatmeal,Condiments,7,25,15
2024-01-17,Oatmeal,Condiments,5,21,17
2024-01-18,Oatmeal,Condiments,12,22,20
2024-01-19,Oatmeal,Condiments,1,11,13
2024-01-20,Oatmeal,Condiments,10,18,1
2024-01-21,Oatmeal,Condiments,11,26,3
2024-01-22,Oatmeal,Condiments,5,16,3
2024-01-23,Oatmeal,Condiments,2,26,8
2024-01-24,Oatmeal,Condiments,10,26,20
2024-01-25,Oatmeal,Condiments,10,17,4
2024-01-26,Oatmeal,Condiments,2,20,4
2024-01-27,Oatmeal,Condiments,4,21,7
2024-01-28,Oatmeal,Condiments,14,29,18
2024-01-29,Oatmeal,Condiments,6,21,8
2024-01-30,Oatmeal,Condiments,5,15,14
2024-01-31,Oatmeal,Condiments,7,28,12
2024-02-01,Oatmeal,Condiments,10,17,15
2024-02-02,Oatmeal,Condiments,15,36,18
2024-02-03,Oatmeal,Condiments,8,27,7
2024-02-04,Oatmeal,Condiments,10,34,11
2024-02-05,Oatmeal,Condiments,1,7,19
2024-02-06,Oatmeal,Condiments,13,32,11
2024-02-07,Oatmeal,Condiments,15,33,15
2024-02-08,Oatmeal,Condiments,8,25,14
2024-02-09,Oatmeal,Condiments,14,29,8
2024-02-10,Oatmeal,Condiments,3,14,10
2024-02-11,Oatmeal,Condiments,10,27,10
2024-02-12,Oatmeal,Condiments,12,28,3
2024-02-13,Oatmeal,Condiments,14,29,11
2024-02-14,Oatmeal,Condiments,10,16,10
2024-02-15,Oatmeal,Condiments,2,16,16
2024-02-16,Oatmeal,Condiments,14,20,14
2024-02-17,Oatmeal,Condiments,2,18,15
2024-02-18,Oatmeal,Condiments,5,24,17
2024-02-19,Oatmeal,Condiments,13,33,17
2024-02-20,Oatmeal,Condiments,2,17,17
2024-02-21,Oatmeal,Condiments,4,12,20
2024-02-22,Oatmeal,Condiments,3,10,9
2024-02-23,Oatmeal,Condiments,15,33,5
2024-02-24,Oatmeal,Condiments,8,23,18
2024-02-25,Oatmeal,Condiments,9,24,12
2024-02-26,Oatmeal,Condiments,11,22,13
2024-02-27,Oatmeal,Condiments,14,23,10
2024-02-28,Oatmeal,Condiments,12,26,8
2024-02-29,Oatmeal,Condiments,14,37,14
2024-03-01,Oatmeal,Condiments,14,29,17
2024-03-02,Oatmeal,Condiments,14,24,3
2024-03-03,Oatmeal,Condiments,6,30,14
2024-03-04,Oatmeal,Condiments,4,9,3
2024-03-05,Oatmeal,Condiments,11,27,16
2024-03-06,Oatmeal,Condiments,11,29,14
2024-03-07,Oatmeal,Condiments,14,34,14
2024-03-08,Oatmeal,Condiments,2,19,7
2024-03-09,Oatmeal,Condiments,11,21,4
2024-03-10,Oatmeal,Condiments,8,32,9
2024-03-11,Oatmeal,Condiments,15,27,16
2024-03-12,Oatmeal,Condiments,14,30,8
2024-03-13,Oatmeal,Condiments,3,20,17
2024-03-14,Oatmeal,Condiments,2,12,11
2024-03-15,Oatmeal,Condiments,4,27,14
2024-03-16,Oatmeal,Condiments,13,18,14
2024-03-17,Oatmeal,Condiments,2,9,10
2024-03-18,Oatmeal,Condiments,3,10,19
2024-03-19,Oatmeal,Condiments,9,23,4
2024-03-20,Oatmeal,Condiments,7,12,15
2024-03-21,Oatmeal,Condiments,11,18,14
2024-03-22,Oatmeal,Condiments,15,39,9
2024-03-23,Oatmeal,Condiments,1,6,9
2024-03-24,Oatmeal,Condiments,10,20,18
2024-03-25,Oatmeal,Condiments,5,26,14
2024-03-26,Oatmeal,Condiments,5,29,8
2024-03-27,Oatmeal,Condiments,9,15,14
2024-03-28,Oatmeal,Condiments,12,21,6
2024-03-29,Oatmeal,Condiments,1,12,2
2024-03-30,Oatmeal,Condiments,1,23,15
2024-03-31,Oatmeal,Condiments,14,32,7
2024-04-01,Oatmeal,Condiments,10,21,18
2024-04-02,Oatmeal,Condiments,7,12,7
2024-04-03,Oatmeal,Condiments,7,24,2
2024-04-04,Oatmeal,Condiments,11,20,14
2024-04-05,Oatmeal,Condiments,15,32,2
2024-04-06,Oatmeal,Condiments,8,31,3
2024-04-07,Oatmeal,Condiments,4,23,5
2024-04-08,Oatmeal,Condiments,14,25,11
2024-04-09,Oatmeal,Condiments,7,19,10
2024-04-10,Oatmeal,Condiments,6,17,8
2024-04-11,Oatmeal,Condiments,15,35,15
2024-04-12,Oatmeal,Condiments,1,15,14
2024-04-13,Oatmeal,Condiments,2,22,1
2024-04-14,Oatmeal,Condiments,8,20,2
2024-04-15,Oatmeal,Condiments,6,30,4
2024-04-16,Oatmeal,Condiments,7,30,2
2024-04-17,Oatmeal,Condiments,8,18,5
2024-04-18,Oatmeal,Condiments,12,26,9
2024-04-19,Oatmeal,Condiments,15,28,16
2024-04-20,Oatmeal,Condiments,5,21,19
2024-04-21,Oatmeal,Condiments,5,17,5
2024-04-22,Oatmeal,Condiments,2,24,14
2024-04-23,Oatmeal,Condiments,4,20,20
2024-04-24,Oatmeal,Condiments,11,17,3
2024-04-25,Oatmeal,Condiments,2,12,18
2024-04-26,Oatmeal,Condiments,7,19,9
2024-04-27,Oatmeal,Condiments,14,36,11
2024-04-28,Oatmeal,Condiments,14,22,15
2024-04-29,Oatmeal,Condiments,15,21,9
2024-04-30,Oatmeal,Condiments,11,33,19
2024-05-01,Oatmeal,Condiments,9,20,9
2024-05-02,Oatmeal,Condiments,11,29,15
2024-05-03,Oatmeal,Condiments,2,16,11
2024-05-04,Oatmeal,Condiments,4,20,12
2024-05-05,Oatmeal,Condiments,11,22,11
2024-05-06,Oatmeal,Condiments,15,23,17
2024-05-07,Oatmeal,Condiments,8,28,4
2024-05-08,Oatmeal,Condiments,9,15,4
2024-05-09,Oatmeal,Condiments,4,12,3
2024-05-10,Oatmeal,Condiments,8,25,13
2024-05-11,Oatmeal,Condiments,7,26,18
2024-05-12,Oatmeal,Condiments,13,36,2
2024-05-13,Oatmeal,Condiments,5,21,18
2024-05-14,Oatmeal,Condiments,4,19,1
2024-05-15,Oatmeal,Condiments,6,15,11
2024-05-16,Oatmeal,Condiments,6,26,4
2024-05-17,Oatmeal,Condiments,2,20,4
2024-05-18,Oatmeal,Condiments,3,25,11
2024-05-19,Oatmeal,Condiments,11,21,13
2024-05-20,Oatmeal,Condiments,6,24,1
2024-05-21,Oatmeal,Condiments,4,26,8
2024-05-22,Oatmeal,Condiments,3,27,16
2024-05-23,Oatmeal,Condiments,13,25,9
2024-05-24,Oatmeal,Condiments,4,26,12
2024-05-25,Oatmeal,Condiments,6,20,18
2024-05-26,Oatmeal,Condiments,15,27,8
2024-05-27,Oatmeal,Condiments,3,15,14
2024-05-28,Oatmeal,Condiments,1,6,5
2024-05-29,Oatmeal,Condiments,14,29,11
2024-05-30,Oatmeal,Condiments,6,20,8
2024-05-31,Oatmeal,Condiments,15,23,18
2024-06-01,Oatmeal,Condiments,2,19,18
2024-06-02,Oatmeal,Condiments,9,14,7
2024-06-03,Oatmeal,Condiments,6,17,1
2024-06-04,Oatmeal,Condiments,1,18,2
2024-06-05,Oatmeal,Condiments,11,27,10
2024-06-06,Oatmeal,Condiments,4,21,15
2024-06-07,Oatmeal,Condiments,5,11,8
2024-06-08,Oatmeal,Condiments,12,21,20
2024-06-09,Oatmeal,Condiments,8,17,18
2024-06-10,Oatmeal,Condiments,3,18,4
2024-06-11,Oatmeal,Condiments,11,17,4
2024-06-12,Oatmeal,Condiments,13,28,16
2024-06-13,Oatmeal,Condiments,9,23,5
2024-06-14,Oatmeal,Condiments,9,21,2
2024-06-15,Oatmeal,Condiments,15,23,8
2024-06-16,Oatmeal,Condiments,12,33,15
2024-06-17,Oatmeal,Condiments,10,20,6
2024-06-18,Oatmeal,Condiments,11,28,14
2024-06-19,Oatmeal,Condiments,5,14,10
2024-06-20,Oatmeal,Condiments,4,15,16
2024-06-21,Oatmeal,Condiments,7,17,13
2024-06-22,Oatmeal,Condiments,13,23,6
2024-06-23,Oatmeal,Condiments,9,17,18
2024-06-24,Oatmeal,Condiments,6,29,17
2024-06-25,Oatmeal,Condiments,7,25,6
2024-06-26,Oatmeal,Condiments,1,18,15
2024-06-27,Oatmeal,Condiments,4,20,18
2024-06-28,Oatmeal,Condiments,15,36,18
2024-06-29,Oatmeal,Condiments,2,18,15
2024-06-30,Oatmeal,Condiments,1,7,10
2024-07-01,Oatmeal,Condiments,13,19,10
2024-07-02,Oatmeal,Condiments,11,17,3
2024-07-03,Oatmeal,Condiments,7,19,4
2024-07-04,Oatmeal,Condiments,11,21,12
2024-07-05,Oatmeal,Condiments,10,25,9
2024-07-06,Oatmeal,Condiments,4,17,6
2024-07-07,Oatmeal,Condiments,2,19,7
2024-07-08,Oatmeal,Condiments,5,17,19
2024-07-09,Oatmeal,Condiments,7,22,19
2024-07-10,Oatmeal,Condiments,2,22,11
2024-07-11,Oatmeal,Condiments,7,26,15
2024-07-12,Oatmeal,Condiments,3,13,14
2024-07-13,Oatmeal,Condiments,14,31,11
2024-07-14,Oatmeal,Condiments,8,30,5
2024-07-15,Oatmeal,Condiments,7,21,12
2024-07-16,Oatmeal,Condiments,1,13,20
2024-07-17,Oatmeal,Condiments,9,18,9
2024-07-18,Oatmeal,Condiments,15,26,7
2024-07-19,Oatmeal,Condiments,6,19,4
2024-07-20,Oatmeal,Condiments,12,25,8
2024-07-21,Oatmeal,Condiments,15,37,6
2024-07-22,Oatmeal,Condiments,13,35,7
2024-07-23,Oatmeal,Condiments,4,28,7
2024-07-24,Oatmeal,Condiments,15,26,14
2024-07-25,Oatmeal,Condiments,6,28,8
2024-07-26,Oatmeal,Condiments,2,24,20
2024-07-27,Oatmeal,Condiments,2,23,11
2024-07-28,Oatmeal,Condiments,8,19,7
2024-07-29,Oatmeal,Condiments,10,24,7
2024-07-30,Oatmeal,Condiments,5,21,15
2024-07-31,Oatmeal,Condiments,7,14,4
2024-08-01,Oatmeal,Condiments,1,12,15
2024-08-02,Oatmeal,Condiments,6,28,18
2024-08-03,Oatmeal,Condiments,11,33,2
2024-08-04,Oatmeal,Condiments,11,30,12
2024-08-05,Oatmeal,Condiments,10,28,15
2024-08-06,Oatmeal,Condiments,7,16,10
2024-08-07,Oatmeal,Condiments,10,18,19
2024-08-08,Oatmeal,Condiments,7,12,12
2024-08-09,Oatmeal,Condiments,10,18,12
2024-08-10,Oatmeal,Condiments,13,20,10
2024-08-11,Oatmeal,Condiments,3,27,1
2024-08-12,Oatmeal,Condiments,12,23,11
2024-08-13,Oatmeal,Condiments,9,32,9
2024-08-14,Oatmeal,Condiments,12,24,3
2024-08-15,Oatmeal,Condiments,9,22,19
2024-08-16,Oatmeal,Condiments,5,17,16
2024-08-17,Oatmeal,Condiments,9,30,18
2024-08-18,Oatmeal,Condiments,13,27,1
2024-08-19,Oatmeal,Condiments,11,32,3
2024-08-20,Oatmeal,Condiments,7,12,1
2024-08-21,Oatmeal,Condiments,7,20,1
2024-08-22,Oatmeal,Condiments,9,25,17
2024-08-23,Oatmeal,Condiments,2,26,16
2024-08-24,Oatmeal,Condiments,10,30,11
2024-08-25,Oatmeal,Condiments,15,29,17
2024-08-26,Oatmeal,Condiments,5,11,13
2024-08-27,Oatmeal,Condiments,8,13,4
2024-08-28,Oatmeal,Condiments,8,24,4
2024-08-29,Oatmeal,Condiments,3,25,9
2024-08-30,Oatmeal,Condiments,5,24,8
2024-08-31,Oatmeal,Condiments,12,26,5
2024-09-01,Oatmeal,Condiments,4,13,3
2024-09-02,Oatmeal,Condiments,4,24,14
2024-09-03,Oatmeal,Condiments,2,7,18
2024-09-04,Oatmeal,Condiments,6,23,13
2024-09-05,Oatmeal,Condiments,12,30,18
2024-09-06,Oatmeal,Condiments,1,13,9
2024-09-07,Oatmeal,Condiments,8,22,8
2024-09-08,Oatmeal,Condiments,12,26,13
2024-09-09,Oatmeal,Condiments,10,17,3
2024-09-10,Oatmeal,Condiments,9,25,9
2024-09-11,Oatmeal,Condiments,11,19,10
2024-09-12,Oatmeal,Condiments,5,23,5
2024-09-13,Oatmeal,Condiments,13,30,5
2024-09-14,Oatmeal,Condiments,6,14,10
2024-09-15,Oatmeal,Condiments,1,24,17
2024-09-16,Oatmeal,Condiments,6,27,14
2024-09-17,Oatmeal,Condiments,1,20,18
2024-09-18,Oatmeal,Condiments,14,27,2
2024-09-19,Oatmeal,Condiments,5,23,20
2024-09-20,Oatmeal,Condiments,13,25,20
2024-09-21,Oatmeal,Condiments,9,24,20
2024-09-22,Oatmeal,Condiments,5,21,16
2024-09-23,Oatmeal,Condiments,15,33,18
2024-09-24,Oatmeal,Condiments,15,25,11
2024-09-25,Oatmeal,Condiments,14,19,14
2024-09-26,Oatmeal,Condiments,3,23,8
2024-09-27,Oatmeal,Condiments,12,35,15
2024-09-28,Oatmeal,Condiments,15,34,11
2024-09-29,Oatmeal,Condiments,14,22,19
2024-09-30,Oatmeal,Condiments,4,10,16
2024-10-01,Oatmeal,Condiments,3,11,1
2024-10-02,Oatmeal,Condiments,4,18,2
2024-10-03,Oatmeal,Condiments,12,19,20
2024-10-04,Oatmeal,Condiments,12,29,19
2024-10-05,Oatmeal,Condiments,10,19,5
2024-10-06,Oatmeal,Condiments,15,30,11
2024-10-07,Oatmeal,Condiments,14,35,8
2024-10-08,Oatmeal,Condiments,6,20,8
2024-10-09,Oatmeal,Condiments,3,12,13
2024-10-10,Oatmeal,Condiments,14,23,4
2024-10-11,Oatmeal,Condiments,5,14,3
2023-10-13,Broccoli,Condiments,23,29,15
2023-10-14,Broccoli,Condiments,17,25,2
2023-10-15,Broccoli,Condiments,19,29,13
2023-10-16,Broccoli,Condiments,22,44,7
2023-10-17,Broccoli,Condiments,18,23,5
2023-10-18,Broccoli,Condiments,24,32,14
2023-10-19,Broccoli,Condiments,23,36,20
2023-10-20,Broccoli,Condiments,12,18,2
2023-10-21,Broccoli,Condiments,18,25,17
2023-10-22,Broccoli,Condiments,5,28,5
2023-10-23,Broccoli,Condiments,13,20,2
2023-10-24,Broccoli,Condiments,4,21,17
2023-10-25,Broccoli,Condiments,18,30,8
2023-10-26,Broccoli,Condiments,20,42,14
2023-10-27,Broccoli,Condiments,9,26,18
2023-10-28,Broccoli,Condiments,2,13,14
2023-10-29,Broccoli,Condiments,10,26,18
2023-10-30,Broccoli,Condiments,13,33,1
2023-10-31,Broccoli,Condiments,6,11,19
2023-11-01,Broccoli,Condiments,20,35,9
2023-11-02,Broccoli,Condiments,8,23,3
2023-11-03,Broccoli,Condiments,13,32,19
2023-11-04,Broccoli,Condiments,4,13,14
2023-11-05,Broccoli,Condiments,25,45,12
2023-11-06,Broccoli,Condiments,19,25,13
2023-11-07,Broccoli,Condiments,7,27,4
2023-11-08,Broccoli,Condiments,15,20,7
2023-11-09,Broccoli,Condiments,5,29,11
2023-11-10,Broccoli,Condiments,17,32,14
2023-11-11,Broccoli,Condiments,19,37,6
2023-11-12,Broccoli,Condiments,25,42,8
2023-11-13,Broccoli,Condiments,25,46,17
2023-11-14,Broccoli,Condiments,21,28,11
2023-11-15,Broccoli,Condiments,5,20,3
2023-11-16,Broccoli,Condiments,11,25,20
2023-11-17,Broccoli,Condiments,4,12,10
2023-11-18,Broccoli,Condiments,14,30,12
2023-11-19,Broccoli,Condiments,4,13,17
2023-11-20,Broccoli,Condiments,4,21,8
2023-11-21,Broccoli,Condiments,2,26,13
2023-11-22,Broccoli,Condiments,7,21,12
2023-11-23,Broccoli,Condiments,19,39,10
2023-11-24,Broccoli,Condiments,1,19,2
2023-11-25,Broccoli,Condiments,12,32,8
2023-11-26,Broccoli,Condiments,19,26,14
2023-11-27,Broccoli,Condiments,25,45,7
2023-11-28,Broccoli,Condiments,12,27,13
2023-11-29,Broccoli,Condiments,9,20,8
2023-11-30,Broccoli,Condiments,7,23,18
2023-12-01,Broccoli,Condiments,1,12,14
2023-12-02,Broccoli,Condiments,6,27,3
2023-12-03,Broccoli,Condiments,10,25,13
2023-12-04,Broccoli,Condiments,1,19,14
2023-12-05,Broccoli,Condiments,18,27,6
2023-12-06,Broccoli,Condiments,3,19,14
2023-12-07,Broccoli,Condiments,11,35,17
2023-12-08,Broccoli,Condiments,14,22,5
2023-12-09,Broccoli,Condiments,6,18,16
2023-12-10,Broccoli,Condiments,11,21,15
2023-12-11,Broccoli,Condiments,7,18,8
2023-12-12,Broccoli,Condiments,8,31,17
2023-12-13,Broccoli,Condiments,25,49,4
2023-12-14,Broccoli,Condiments,23,43,3
2023-12-15,Broccoli,Condiments,22,44,14
2023-12-16,Broccoli,Condiments,5,18,5
2023-12-17,Broccoli,Condiments,18,40,5
2023-12-18,Broccoli,Condiments,15,27,3
2023-12-19,Broccoli,Condiments,24,48,12
2023-12-20,Broccoli,Condiments,21,42,18
2023-12-21,Broccoli,Condiments,18,41,18
2023-12-22,Broccoli,Condiments,3,8,13
2023-12-23,Broccoli,Condiments,10,23,17
2023-12-24,Broccoli,Condiments,15,34,13
2023-12-25,Broccoli,Condiments,23,36,7
2023-12-26,Broccoli,Condiments,8,25,13
2023-12-27,Broccoli,Condiments,21,35,9
2023-12-28,Broccoli,Condiments,8,21,6
2023-12-29,Broccoli,Condiments,14,34,15
2023-12-30,Broccoli,Condiments,10,34,5
2023-12-31,Broccoli,Condiments,13,37,19
2024-01-01,Broccoli,Condiments,10,30,13
2024-01-02,Broccoli,Condiments,6,29,10
2024-01-03,Broccoli,Condiments,18,33,1
2024-01-04,Broccoli,Condiments,16,26,15
2024-01-05,Broccoli,Condiments,18,34,13
2024-01-06,Broccoli,Condiments,24,42,1
2024-01-07,Broccoli,Condiments,20,44,4
2024-01-08,Broccoli,Condiments,24,42,7
2024-01-09,Broccoli,Condiments,25,35,11
2024-01-10,Broccoli,Condiments,6,11,7
2024-01-11,Broccoli,Condiments,9,14,5
2024-01-12,Broccoli,Condiments,16,33,19
2024-01-13,Broccoli,Condiments,6,23,12
2024-01-14,Broccoli,Condiments,11,21,4
2024-01-15,Broccoli,Condiments,3,23,6
2024-01-16,Broccoli,Condiments,8,13,2
2024-01-17,Broccoli,Condiments,1,24,7
2024-01-18,Broccoli,Condiments,22,45,9
2024-01-19,Broccoli,Condiments,15,34,18
2024-01-20,Broccoli,Condiments,15,38,2
2024-01-21,Broccoli,Condiments,19,28,4
2024-01-22,Broccoli,Condiments,10,28,6
2024-01-23,Broccoli,Condiments,19,36,5
2024-01-24,Broccoli,Condiments,9,17,13
2024-01-25,Broccoli,Condiments,7,12,8
2024-01-26,Broccoli,Condiments,14,21,17
2024-01-27,Broccoli,Condiments,2,17,3
2024-01-28,Broccoli,Condiments,22,28,5
2024-01-29,Broccoli,Condiments,13,18,9
2024-01-30,Broccoli,Condiments,20,40,17
2024-01-31,Broccoli,Condiments,23,31,8
2024-02-01,Broccoli,Condiments,4,25,1
2024-02-02,Broccoli,Condiments,7,12,4
2024-02-03,Broccoli,Condiments,22,44,5
2024-02-04,Broccoli,Condiments,8,22,2
2024-02-05,Broccoli,Condiments,23,41,4
2024-02-06,Broccoli,Condiments,16,26,12
2024-02-07,Broccoli,Condiments,25,34,2
2024-02-08,Broccoli,Condiments,20,30,10
2024-02-09,Broccoli,Condiments,9,32,18
2024-02-10,Broccoli,Condiments,21,42,7
2024-02-11,Broccoli,Condiments,11,25,5
2024-02-12,Broccoli,Condiments,25,45,8
2024-02-13,Broccoli,Condiments,14,29,13
2024-02-14,Broccoli,Condiments,4,17,4
2024-02-15,Broccoli,Condiments,19,26,5
2024-02-16,Broccoli,Condiments,15,24,1
2024-02-17,Broccoli,Condiments,14,30,15
2024-02-18,Broccoli,Condiments,23,32,12
2024-02-19,Broccoli,Condiments,16,24,13
2024-02-20,Broccoli,Condiments,20,25,14
2024-02-21,Broccoli,Condiments,21,31,20
2024-02-22,Broccoli,Condiments,3,12,15
2024-02-23,Broccoli,Condiments,6,18,4
2024-02-24,Broccoli,Condiments,4,15,7
2024-02-25,Broccoli,Condiments,1,13,19
2024-02-26,Broccoli,Condiments,18,24,15
2024-02-27,Broccoli,Condiments,8,22,8
2024-02-28,Broccoli,Condiments,16,31,4
2024-02-29,Broccoli,Condiments,20,32,13
2024-03-01,Broccoli,Condiments,16,30,18
2024-03-02,Broccoli,Condiments,15,31,13
2024-03-03,Broccoli,Condiments,2,25,3
2024-03-04,Broccoli,Condiments,12,30,6
2024-03-05,Broccoli,Condiments,4,13,13
2024-03-06,Broccoli,Condiments,23,30,19
2024-03-07,Broccoli,Condiments,11,17,10
2024-03-08,Broccoli,Condiments,2,11,14
2024-03-09,Broccoli,Condiments,6,24,4
2024-03-10,Broccoli,Condiments,17,36,5
2024-03-11,Broccoli,Condiments,19,28,16
2024-03-12,Broccoli,Condiments,9,21,10
2024-03-13,Broccoli,Condiments,5,15,3
2024-03-14,Broccoli,Condiments,14,31,15
2024-03-15,Broccoli,Condiments,16,33,12
2024-03-16,Broccoli,Condiments,24,43,10
2024-03-17,Broccoli,Condiments,1,7,9
2024-03-18,Broccoli,Condiments,20,38,10
2024-03-19,Broccoli,Condiments,3,17,11
2024-03-20,Broccoli,Condiments,10,20,18
2024-03-21,Broccoli,Condiments,25,46,9
2024-03-22,Broccoli,Condiments,15,30,3
2024-03-23,Broccoli,Condiments,23,45,12
2024-03-24,Broccoli,Condiments,3,23,13
2024-03-25,Broccoli,Condiments,1,16,6
2024-03-26,Broccoli,Condiments,13,21,5
2024-03-27,Broccoli,Condiments,15,31,19
2024-03-28,Broccoli,Condiments,21,33,13
2024-03-29,Broccoli,Condiments,10,26,10
2024-03-30,Broccoli,Condiments,3,16,4
2024-03-31,Broccoli,Condiments,18,34,8
2024-04-01,Broccoli,Condiments,19,33,5
2024-04-02,Broccoli,Condiments,21,38,19
2024-04-03,Broccoli,Condiments,5,29,2
2024-04-04,Broccoli,Condiments,10,33,5
2024-04-05,Broccoli,Condiments,24,42,19
2024-04-06,Broccoli,Condiments,16,27,16
2024-04-07,Broccoli,Condiments,20,27,16
2024-04-08,Broccoli,Condiments,18,23,18
2024-04-09,Broccoli,Condiments,8,17,5
2024-04-10,Broccoli,Condiments,13,30,3
2024-04-11,Broccoli,Condiments,8,31,13
2024-04-12,Broccoli,Condiments,13,32,7
2024-04-13,Broccoli,Condiments,24,42,10
2024-04-14,Broccoli,Condiments,12,30,15
2024-04-15,Broccoli,Condiments,13,36,14
2024-04-16,Broccoli,Condiments,17,26,15
2024-04-17,Broccoli,Condiments,15,34,4
2024-04-18,Broccoli,Condiments,9,23,5
2024-04-19,Broccoli,Condiments,20,42,18
2024-04-20,Broccoli,Condiments,4,27,4
2024-04-21,Broccoli,Condiments,24,35,16
2024-04-22,Broccoli,Condiments,12,32,20
2024-04-23,Broccoli,Condiments,24,44,5
2024-04-24,Broccoli,Condiments,22,35,5
2024-04-25,Broccoli,Condiments,4,25,7
2024-04-26,Broccoli,Condiments,13,23,14
2024-04-27,Broccoli,Condiments,3,18,8
2024-04-28,Broccoli,Condiments,5,15,9
2024-04-29,Broccoli,Condiments,13,20,17
